Site,Code,Annee,Metrique,Valeur_EUR_t
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,VE000119 - CDV - Coûts de Personnel (non cash),-0.43
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,VE000119 - CDV - Coûts de Personnel (non cash),0.67
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,VE000119 - CDV - Coûts de Personnel (non cash),-0.34
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,VE000119 - CDV - Coûts de Personnel (non cash),-0.35
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,VE000119 - CDV - Coûts de Personnel (non cash),0.68
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000119 - CDV - Coûts de Personnel (non cash),-0.08
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000119 - CDV - Coûts de Personnel (non cash),0.34
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000119 - CDV - Coûts de Personnel (non cash),0.45
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000119 - CDV - Coûts de Personnel (non cash),-0.49
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000119 - CDV - Coûts de Personnel (non cash),-0.09
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000119 - CDV - Coûts de Personnel (non cash),0.42
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000119 - CDV - Coûts de Personnel (non cash),1.91
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000119 - CDV - Coûts de Personnel (non cash),-0.04
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000119 - CDV - Coûts de Personnel (non cash),0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000119 - CDV - Coûts de Personnel (non cash),-13.01
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000119 - CDV - Coûts de Personnel (non cash),1.47
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000119 - CDV - Coûts de Personnel (non cash),-0.15
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000119 - CDV - Coûts de Personnel (non cash),-0.09
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000119 - CDV - Coûts de Personnel (non cash),-2.52
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000119 - CDV - Coûts de Personnel (non cash),0.41
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000119 - CDV - Coûts de Personnel (non cash),-0.24
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000119 - CDV - Coûts de Personnel (non cash),0.03
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000119 - CDV - Coûts de Personnel (non cash),-0.27
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000119 - CDV - Coûts de Personnel (non cash),-0.45
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000119 - CDV - Coûts de Personnel (non cash),-0.84
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000119 - CDV - Coûts de Personnel (non cash),-0.24
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000119 - CDV - Coûts de Personnel (non cash),-0.26
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000119 - CDV - Coûts de Personnel (non cash),-0.41
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000119 - CDV - Coûts de Personnel (non cash),-0.25
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000119 - CDV - Coûts de Personnel (non cash),-0.76
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000119 - CDV - Coûts de Personnel (non cash),-0.1
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,VE000121 - CDV - Autres amortissements & Dépréciation,-7.01
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,VE000121 - CDV - Autres amortissements & Dépréciation,-5.61
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,VE000121 - CDV - Autres amortissements & Dépréciation,-5.48
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,VE000121 - CDV - Autres amortissements & Dépréciation,-12.42
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,VE000121 - CDV - Autres amortissements & Dépréciation,-11.55
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,VE000121 - CDV - Autres amortissements & Dépréciation,-12.0
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,VE000121 - CDV - Autres amortissements & Dépréciation,-26.98
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000121 - CDV - Autres amortissements & Dépréciation,-17.27
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000121 - CDV - Autres amortissements & Dépréciation,-12.46
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000121 - CDV - Autres amortissements & Dépréciation,-1.24
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000121 - CDV - Autres amortissements & Dépréciation,0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000121 - CDV - Autres amortissements & Dépréciation,0.0
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000121 - CDV - Autres amortissements & Dépréciation,-15.02
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000121 - CDV - Autres amortissements & Dépréciation,-13.08
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000121 - CDV - Autres amortissements & Dépréciation,-11.31
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000121 - CDV - Autres amortissements & Dépréciation,0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000121 - CDV - Autres amortissements & Dépréciation,-0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000121 - CDV - Autres amortissements & Dépréciation,-0.0
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000121 - CDV - Autres amortissements & Dépréciation,-2.37
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000121 - CDV - Autres amortissements & Dépréciation,-2.36
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000121 - CDV - Autres amortissements & Dépréciation,-1.63
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000121 - CDV - Autres amortissements & Dépréciation,-0.68
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000121 - CDV - Autres amortissements & Dépréciation,-0.92
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000121 - CDV - Autres amortissements & Dépréciation,-1.17
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000121 - CDV - Autres amortissements & Dépréciation,-3.28
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000121 - CDV - Autres amortissements & Dépréciation,-7.04
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000121 - CDV - Autres amortissements & Dépréciation,-6.87
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000121 - CDV - Autres amortissements & Dépréciation,-2.95
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000121 - CDV - Autres amortissements & Dépréciation,-4.05
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000121 - CDV - Autres amortissements & Dépréciation,-3.97
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000121 - CDV - Autres amortissements & Dépréciation,-0.28
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000121 - CDV - Autres amortissements & Dépréciation,-11.12
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000121 - CDV - Autres amortissements & Dépréciation,-11.23
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,VE000187 - Amortissement Actif Incorporel IFRIC12,-1.95
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,VE000187 - Amortissement Actif Incorporel IFRIC12,-1.57
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,VE000187 - Amortissement Actif Incorporel IFRIC12,-1.54
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,VE000187 - Amortissement Actif Incorporel IFRIC12,-8.97
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,VE000187 - Amortissement Actif Incorporel IFRIC12,-8.76
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,VE000187 - Amortissement Actif Incorporel IFRIC12,-8.59
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000187 - Amortissement Actif Incorporel IFRIC12,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000187 - Amortissement Actif Incorporel IFRIC12,0.0
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000187 - Amortissement Actif Incorporel IFRIC12,-46.44
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000187 - Amortissement Actif Incorporel IFRIC12,-49.83
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000187 - Amortissement Actif Incorporel IFRIC12,-41.17
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,EBIT Courant,-23.81
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,EBIT Courant,-11.97
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,EBIT Courant,1.74
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,EBIT Courant,-5.94
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,EBIT Courant,-1.33
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,EBIT Courant,0.61
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,EBIT Courant,1.34
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,EBIT Courant,0.6
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,EBIT Courant,-30.24
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,EBIT Courant,-14.71
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,EBIT Courant,-14.75
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,EBIT Courant,-23.57
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,EBIT Courant,-7.45
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,EBIT Courant,21.44
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,EBIT Courant,19.93
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,EBIT Courant,0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,EBIT Courant,-15.34
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,EBIT Courant,-2.88
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,EBIT Courant,-15.99
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,EBIT Courant,-10.68
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,EBIT Courant,-19.35
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,EBIT Courant,-21.49
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,EBIT Courant,-23.52
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,EBIT Courant,-1.89
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,EBIT Courant,-30.98
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,EBIT Courant,-52.29
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,EBIT Courant,-22.16
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,EBIT Courant,1.72
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,EBIT Courant,7.63
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,EBIT Courant,12.2
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,EBIT Courant,-83.0
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,EBIT Courant,-121.67
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,EBIT Courant,-88.33
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,Le Havre,247.88
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,Le Havre,53.25
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,Le Havre,30.36
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,Le Havre,-92.03
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,Le Havre,-10.04
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,Le Havre,-10.04
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,Le Havre,0.0
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,Le Havre,-7.61
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,Le Havre,-0.03
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,Le Havre,-1.69
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,Le Havre,-32.7
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,Le Havre,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,Le Havre,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,Le Havre,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,Le Havre,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,Le Havre,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,Le Havre,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,Le Havre,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,Le Havre,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,Le Havre,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,Le Havre,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,Le Havre,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,Le Havre,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,Le Havre,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,Le Havre,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,Le Havre,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,Le Havre,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,Le Havre,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,Le Havre,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,Le Havre,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,Le Havre,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,Le Havre,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,Le Havre,
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,Saran,225.55
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,Saran,41.19
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,Saran,23.22
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,Saran,-92.27
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,Saran,-5.93
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,Saran,-14.87
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,Saran,-8.94
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,Saran,-0.9
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,Saran,-0.01
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,Saran,-0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,Saran,-26.79
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,Saran,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,Saran,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,Saran,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,Saran,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,Saran,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,Saran,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,Saran,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,Saran,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,Saran,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,Saran,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,Saran,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,Saran,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,Saran,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,Saran,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,Saran,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,Saran,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,Saran,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,Saran,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,Saran,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,Saran,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,Saran,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,Saran,
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,Millau,201.75
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,Millau,20.74
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,Millau,15.22
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,Millau,-97.2
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,Millau,-8.03
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,Millau,-21.21
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,Millau,-13.18
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,Millau,-11.9
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,Millau,-0.17
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,Millau,-0.05
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,Millau,-46.2
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,Millau,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,Millau,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,Millau,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,Millau,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,Millau,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,Millau,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,Millau,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,Millau,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,Millau,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,Millau,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,Millau,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,Millau,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,Millau,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,Millau,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,Millau,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,Millau,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,Millau,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,Millau,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,Millau,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,Millau,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,Millau,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,Millau,
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,Nantes,192.11
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,Nantes,28.19
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,Nantes,9.18
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,Nantes,-83.59
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,Nantes,-3.08
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,Nantes,-22.57
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,Nantes,-19.49
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,Nantes,-0.35
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,Nantes,0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,Nantes,-1.52
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,Nantes,-12.83
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,Nantes,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,Nantes,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,Nantes,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,Nantes,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,Nantes,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,Nantes,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,Nantes,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,Nantes,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,Nantes,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,Nantes,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,Nantes,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,Nantes,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,Nantes,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,Nantes,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,Nantes,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,Nantes,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,Nantes,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,Nantes,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,Nantes,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,Nantes,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,Nantes,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,Nantes,
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,Portes les Valences,159.99
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,Portes les Valences,14.4
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,Portes les Valences,-0.74
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,Portes les Valences,-55.11
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,Portes les Valences,-2.53
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,Portes les Valences,-14.65
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,Portes les Valences,-12.12
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,Portes les Valences,-11.47
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,Portes les Valences,-0.35
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,Portes les Valences,0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,Portes les Valences,-20.72
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,Portes les Valences,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,Portes les Valences,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,Portes les Valences,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,Portes les Valences,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,Portes les Valences,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,Portes les Valences,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,Portes les Valences,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,Portes les Valences,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,Portes les Valences,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,Portes les Valences,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,Portes les Valences,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,Portes les Valences,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,Portes les Valences,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,Portes les Valences,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,Portes les Valences,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,Portes les Valences,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,Portes les Valences,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,Portes les Valences,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,Portes les Valences,
